item_key,item_type,grade,parts,gear_type,gear_group,item_synthesis_type,name_key,description_key,gear_key,drop_key,drop_cooldown,level,is_steam_item,icon_path,is_bucket_box,is_deleted_in_server,is_can_exchange_marketable,is_temp_marketable_false,name_pt_br,name_en_us,description_pt_br,description_en_us
311132,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,311132,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
311141,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,311141,,,65,True,BOW_310014,,,,,Arco Ilimitado,Limitless Bow,,
311142,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,311142,,,65,True,BOW_310014,,True,,,Arco Ilimitado,Limitless Bow,,
311151,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,311151,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
311152,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,311152,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
311161,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,311161,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
311162,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,311162,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
311171,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,311171,,,80,True,BOW_310017,,,,,Arco das Sombras,Shadow Bow,,
311172,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,311172,,,80,True,BOW_310017,,True,,,Arco das Sombras,Shadow Bow,,
311181,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,311181,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
311182,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,311182,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
311191,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,311191,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
311192,GEAR,UNCOMMON,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,311192,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
312011,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310001,,312011,,,1,True,BOW_310001,,,,,Arco Curto,Short Bow,,
312012,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310001,,312012,,,1,True,BOW_310001,,True,,,Arco Curto,Short Bow,,
312021,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310002,,312021,,,5,True,BOW_310002,,,,,Arco de Caça,Hunting Bow,,
312022,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310002,,312022,,,5,True,BOW_310002,,True,,,Arco de Caça,Hunting Bow,,
312031,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310003,,312031,,,10,True,BOW_310003,,,,,Arco longo,Long Bow,,
312032,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310003,,312032,,,10,True,BOW_310003,,True,,,Arco longo,Long Bow,,
312041,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,312041,,,15,True,BOW_310004,,,,,Arco Composto,Composite Bow,,
312042,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,312042,,,15,True,BOW_310004,,True,,,Arco Composto,Composite Bow,,
312051,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,312051,,,20,True,BOW_310005,,,,,Arco de Guerra,War Bow,,
312052,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,312052,,,20,True,BOW_310005,,True,,,Arco de Guerra,War Bow,,
312061,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,312061,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
312062,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,312062,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
312071,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,312071,,,30,True,BOW_310007,,,,,Arco do Crepúsculo,Dusk Bow,,
312072,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,312072,,,30,True,BOW_310007,,True,,,Arco do Crepúsculo,Dusk Bow,,
312081,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,312081,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
312082,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,312082,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
312091,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,312091,,,40,True,BOW_310009,,,,,Arco de Elite,Elite Bow,,
312092,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,312092,,,40,True,BOW_310009,,True,,,Arco de Elite,Elite Bow,,
312101,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,312101,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
312102,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,312102,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
312111,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,312111,,,50,True,BOW_310011,,,,,Arco Místico,Mystic Bow,,
312112,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,312112,,,50,True,BOW_310011,,True,,,Arco Místico,Mystic Bow,,
312121,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,312121,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
312122,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,312122,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
312131,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,312131,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
312132,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,312132,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
312141,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,312141,,,65,True,BOW_310014,,,,,Arco Ilimitado,Limitless Bow,,
312142,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,312142,,,65,True,BOW_310014,,True,,,Arco Ilimitado,Limitless Bow,,
312151,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,312151,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
312152,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,312152,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
312161,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,312161,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
312162,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,312162,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
312171,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,312171,,,80,True,BOW_310017,,,,,Arco das Sombras,Shadow Bow,,
312172,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,312172,,,80,True,BOW_310017,,True,,,Arco das Sombras,Shadow Bow,,
312181,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,312181,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
312182,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,312182,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
312191,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,312191,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
312192,GEAR,RARE,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,312192,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
313011,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310001,,313011,,,1,True,BOW_310001,,,True,,Arco Curto,Short Bow,,
313012,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310001,,313012,,,1,True,BOW_310001,,True,,,Arco Curto,Short Bow,,
313021,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310002,,313021,,,5,True,BOW_310002,,,True,,Arco de Caça,Hunting Bow,,
313022,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310002,,313022,,,5,True,BOW_310002,,True,,,Arco de Caça,Hunting Bow,,
313031,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310003,,313031,,,10,True,BOW_310003,,,True,,Arco longo,Long Bow,,
313032,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310003,,313032,,,10,True,BOW_310003,,True,,,Arco longo,Long Bow,,
313041,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,313041,,,15,True,BOW_310004,,,True,,Arco Composto,Composite Bow,,
313042,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,313042,,,15,True,BOW_310004,,True,,,Arco Composto,Composite Bow,,
313051,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,313051,,,20,True,BOW_310005,,,True,,Arco de Guerra,War Bow,,
313052,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,313052,,,20,True,BOW_310005,,True,,,Arco de Guerra,War Bow,,
313061,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,313061,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
313062,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,313062,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
313071,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,313071,,,30,True,BOW_310007,,,True,,Arco do Crepúsculo,Dusk Bow,,
313072,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,313072,,,30,True,BOW_310007,,True,,,Arco do Crepúsculo,Dusk Bow,,
313081,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,313081,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
313082,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,313082,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
313091,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,313091,,,40,True,BOW_310009,,,True,,Arco de Elite,Elite Bow,,
313092,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,313092,,,40,True,BOW_310009,,True,,,Arco de Elite,Elite Bow,,
313101,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,313101,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
313102,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,313102,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
313111,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,313111,,,50,True,BOW_310011,,,True,,Arco Místico,Mystic Bow,,
313112,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,313112,,,50,True,BOW_310011,,True,,,Arco Místico,Mystic Bow,,
313121,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,313121,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
313122,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,313122,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
313131,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,313131,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
313132,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,313132,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
313141,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,313141,,,65,True,BOW_310014,,,True,,Arco Ilimitado,Limitless Bow,,
313142,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,313142,,,65,True,BOW_310014,,True,,,Arco Ilimitado,Limitless Bow,,
313151,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,313151,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
313152,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,313152,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
313161,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,313161,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
313162,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,313162,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
313171,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,313171,,,80,True,BOW_310017,,,True,,Arco das Sombras,Shadow Bow,,
313172,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,313172,,,80,True,BOW_310017,,True,,,Arco das Sombras,Shadow Bow,,
313181,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,313181,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
313182,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,313182,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
313191,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,313191,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
313192,GEAR,LEGENDARY,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,313192,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
314011,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310001,,314011,,,1,True,BOW_310001,,,True,,Arco Curto,Short Bow,,
314012,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310001,,314012,,,1,True,BOW_310001,,True,,,Arco Curto,Short Bow,,
314021,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310002,,314021,,,5,True,BOW_310002,,,True,,Arco de Caça,Hunting Bow,,
314022,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310002,,314022,,,5,True,BOW_310002,,True,,,Arco de Caça,Hunting Bow,,
314031,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310003,,314031,,,10,True,BOW_310003,,,True,,Arco longo,Long Bow,,
314032,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310003,,314032,,,10,True,BOW_310003,,True,,,Arco longo,Long Bow,,
314041,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,314041,,,15,True,BOW_310004,,,True,,Arco Composto,Composite Bow,,
314042,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,314042,,,15,True,BOW_310004,,True,,,Arco Composto,Composite Bow,,
314051,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,314051,,,20,True,BOW_310005,,,True,,Arco de Guerra,War Bow,,
314052,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,314052,,,20,True,BOW_310005,,True,,,Arco de Guerra,War Bow,,
314061,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,314061,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
314062,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,314062,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
314071,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,314071,,,30,True,BOW_310007,,,True,,Arco do Crepúsculo,Dusk Bow,,
314072,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,314072,,,30,True,BOW_310007,,True,,,Arco do Crepúsculo,Dusk Bow,,
314081,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,314081,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
314082,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,314082,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
314091,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,314091,,,40,True,BOW_310009,,,True,,Arco de Elite,Elite Bow,,
314092,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,314092,,,40,True,BOW_310009,,True,,,Arco de Elite,Elite Bow,,
314101,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,314101,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
314102,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,314102,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
314111,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,314111,,,50,True,BOW_310011,,,True,,Arco Místico,Mystic Bow,,
314112,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,314112,,,50,True,BOW_310011,,True,,,Arco Místico,Mystic Bow,,
314121,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,314121,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
314122,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,314122,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
314131,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,314131,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
314132,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,314132,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
314141,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,314141,,,65,True,BOW_310014,,,True,,Arco Ilimitado,Limitless Bow,,
314142,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,314142,,,65,True,BOW_310014,,True,,,Arco Ilimitado,Limitless Bow,,
314151,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,314151,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
314152,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,314152,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
314161,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,314161,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
314162,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,314162,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
314171,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,314171,,,80,True,BOW_310017,,,True,,Arco das Sombras,Shadow Bow,,
314172,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,314172,,,80,True,BOW_310017,,True,,,Arco das Sombras,Shadow Bow,,
314181,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,314181,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
314182,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,314182,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
314191,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,314191,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
314192,GEAR,IMMORTAL,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,314192,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
315041,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,315041,,,15,True,BOW_310004,,,True,,Arco Composto,Composite Bow,,
315042,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310004,,315042,,,15,True,BOW_310004,,True,,,Arco Composto,Composite Bow,,
315051,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,315051,,,20,True,BOW_310005,,,True,,Arco de Guerra,War Bow,,
315052,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310005,,315052,,,20,True,BOW_310005,,True,,,Arco de Guerra,War Bow,,
315061,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,315061,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
315062,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310006,,315062,,,25,True,BOW_310006,,True,,,Arco Escarlate,Scarlet Bow,,
315071,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,315071,,,30,True,BOW_310007,,,True,,Arco do Crepúsculo,Dusk Bow,,
315072,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310007,,315072,,,30,True,BOW_310007,,True,,,Arco do Crepúsculo,Dusk Bow,,
315081,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,315081,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
315082,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310008,,315082,,,35,True,BOW_310008,,True,,,Arco de Jade,Jade Bow,,
315091,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,315091,,,40,True,BOW_310009,,,True,,Arco de Elite,Elite Bow,,
315092,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310009,,315092,,,40,True,BOW_310009,,True,,,Arco de Elite,Elite Bow,,
315101,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,315101,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
315102,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310010,,315102,,,45,True,BOW_310010,,True,,,Arco Rúnico,Rune Bow,,
315111,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,315111,,,50,True,BOW_310011,,,True,,Arco Místico,Mystic Bow,,
315112,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310011,,315112,,,50,True,BOW_310011,,True,,,Arco Místico,Mystic Bow,,
315121,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,315121,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
315122,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310012,,315122,,,55,True,BOW_310012,,True,,,Arco Veloz,Swift Bow,,
315131,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,315131,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
315132,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310013,,315132,,,60,True,BOW_310013,,True,,,Arco ancestral,Ancient Bow,,
315141,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,315141,,,65,True,BOW_310014,,,True,,Arco Ilimitado,Limitless Bow,,
315142,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310014,,315142,,,65,True,BOW_310014,,True,,,Arco Ilimitado,Limitless Bow,,
315151,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,315151,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
315152,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310015,,315152,,,70,True,BOW_310015,,True,,,Arco do Caos,Chaos Bow,,
315161,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,315161,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
315162,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310016,,315162,,,75,True,BOW_310016,,True,,,Arco da Tempestade,Storm Bow,,
315171,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,315171,,,80,True,BOW_310017,,,True,,Arco das Sombras,Shadow Bow,,
315172,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310017,,315172,,,80,True,BOW_310017,,True,,,Arco das Sombras,Shadow Bow,,
315181,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,315181,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
315182,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310018,,315182,,,85,True,BOW_310018,,True,,,Arco da Tempestade,Tempest Bow,,
315191,GEAR,ARCANA,MAIN_WEAPON,BOW,WEAPON,Gear,ItemName_310019,,315191,,,90,True,BOW_310019,,True,,,Arco Eterno,Eternal Bow,,
